Sentiment	Text
Positive	Sat for 3 hours in a restaurant to watch Rousey for 34 sec. &amp; I would do it again!!! #Rousey #BestFight @MikeAndMike @Espngreeny
Positive	Selena Gomez presented Amy Schumer with an award and a heap of praise at the Hollywood Film Awards on November 1.
Positive	No one understands how excited &amp; happy I am that Paper Towns is out on Monday!! Waited far to long for it!!! #PaperTowns
Positive	Katy Perry will be hosting this years MTV EMA's on her 31st birthday! This is going to be some show! http://t.co/hqeA9ZwRh3
Positive	John Kasich may not subscribe to my political views, or me his, but he very much handles himself with grace and compassion. #Kudos
Positive	Cable here is running Sharknado (the 1st one) right now! This movie is the dumbest thing I've ever LOVED...
Positive	RDJ &amp; Chris Evans will be on Kimmel tonight! ABC is a Disney owned company &amp; they love to drop trailers on a Tuesday! #Marvel #CivilWar
Positive	@acousticlouds yes.exactly,i want baeksoo too but kyungsoo too bz with movie maybe baekhyun 1st?keke.Jongin&amp;Soojung at Gucci event tonight
Positive	#yoga and bier this Saturday @kcbierco with Annamarie at 11:00!  Donation Yoga, bring $ for Bier.  All proceeds go to @yogagivesback!...
Positive	Here's a photo of Prince George eating the future Queen of England's hair. Happy Thursday. @9NewsPerth #Royals http://t.co/QodKtbnxYF
Positive	To Pray Namaz with my kids is perhaps the highest happiest &amp; most heartening part of Eid. May Allah keep the children of the world healthy.
Positive	Earl tomorrow then Kendrick the day after!!!!!' CANT HANDLE
Positive	When it comes to body empowerment and feeling comfortable in your own skin, Amy Schumer is the role model we look up to. On Thursday
Positive	Just saw the trailer for 12 rounds with Dean Ambrose. Yeah that September 11th is going to be good.
Positive	I like Fridays bc i get paid &amp; i go to Dunkin in the morning &amp; get powdered doughnuts :)) but tmrw is Thursday :(
Positive	Still hyped rn! Kris Bryant is my favorite player, he got his 1st walk off homer, the Cubs got an important W and are staying in the hunt
Positive	Stars aligning for Fiorina?: Carly Fiorina rolled into Iowa on Thursday with a new status: surging presidential contender.  #news
Positive	What chaos between Brock Lesnar and Undertaker on Monday night Raw loved it can't wait for SummerSlam http://t.co/UAViO8gj99
Positive	We go to the 4th as the Cubs lead 3-2 thanks to Kris Bryant's two run home
Positive	Let us pray for Christians who are victims of persecution, so that they may know how to respond to evil with good. Pope Francis
Positive	Kendrick Lamar - A Tale of 2 Cities [Black Friday] this is so good, I feel like smashing my head into the wall. https://t.co/o0XLirClK7
Positive	Cate Blanchett proved that you don't have to wear a gown to look elegant on the red carpet https://t.co/aWQaHeZAY4
Positive	@TheGungeMaid Yeah I didn't get on here over the weekend so missed all of that! But seeing the Foo Fighters Saturday was awesome!
Positive	Let me be the 1st to say it... you people are about to be all over this Weeknd album. Especially the Dark Times song w/ Ed Sheeran
Positive	This morning there was no traffic and the person in front of me at dunkin paid for my drink :) happy friday!!
Positive	I want to trade an Ant-Man fig for this Yellowjacket. All from @CollectorCorps June box. Tweet if interested http://t.co/ZCuajvPQoh
Positive	@armyveteranMPI  I may sound like a parrot but Dr. Ben Carson as our leader with Carly Fiorina as his VP is a winner for all Americans.
Positive	STAR WARS DAY! May the Force be with anyone resisting the urge to spoiler.
Positive	But besides that. Tune in this Friday! I'll be on #thefix !!! With Curtis drugs and Rei. Don't want to miss this cause ... It's me.
Positive	hyped for J Cole and Kendrick in February you know I'll be at that concert @JColeNC @kendricklamar
Positive	Omg I'm literally seeing Ed Sheeran with some of my best friends tomorrow I'm so excited
Positive	@NationalBowl Do you have show times available for Foo Fighters this Saturday?
Positive	Happy birthday to @TheRealStanLee from Israel! May you live to 120 with good health and great wisdom!
Positive	Damn, #MTVStars hid the votes. WE ONLY GOT TILL TUESDAY MONSTERS!!! VOTE LIKE CRAZY!!!! #MTVStars Lady Gaga
Positive	@ThorSmite_ @smite_sol Just relax Thor the area is so nice and quiet. I may meditate for a bit.
Positive	I want to go see Paper Towns tomorrow.
Positive	Not a bad Saturday... Bit of Call of Duty Ghosts on PS4 with some MOTD.... Perfect!
Positive	@TheRealBJBolden lol I'm supposed to be going to Milan tonight with my girl, what are you up to tomorrow night
Positive	SHAWTY non-kpop fans :go shawty its your birthday Kpop fans -shawty imma party 'till the sun down (sehun) - go shawty~ (heechul and koni)
Positive	@ClarkHoward To add to your budget smartphone list, may I introduce to you, the new MOTO G (3rd gen) which is Unlocked and starts at $180!!
Positive	Kanye West is a god, you may never speak ill of Kanye.
Positive	do you know that moment when you stare at the sun and your eyes start to cry because it's so bright? that happens to me when i look at Niall
Positive	@GroovyGrouville @SarkHotel I heard her say so on a radio interview - think it was Chris Evans breakfast show - Friday a week or so back
Positive	Shawn will be at the VMAs tomorrow and I'll be at the red carpet so ill be updating myself
Positive	"I may not remember where I was the day Kennedy was shot, but I remember jerking off the first time I watched Katy Perry's ""I Kissed a Girl."""
Positive	That's us signing off. Tweeting resumes from 7am tomorrow. Safe travels and enjoy Foo Fighters if you are going to Murrayfield tonight.
Positive	Vegas Sept 12 Floyd Mayweather undercard. Make sure you there!!
Positive	I'll see Hozier live on September 21st and Sam Smith on the 22nd #LifeIsGood
Positive	#MLBFantasy Josh Donaldson went 3-for-4 with a solo homer and two runs scored Monday against the Red Sox.
Positive	i may or may not be crying as i listen to calibraska for the 1037292947291 time bc of how proud i am of jack and jack ((-':
Positive	New Mgla and Iron Maiden are going to be fighting HARD for my time on Friday
Positive	Cate Blanchett: Love scene with Rooney Mara in Carol is 'very erotic, tender and beautiful'  17 November 2015 By:... https://t.co/lqhIuWVee6
Positive	Looking forward to going on @610CKTB tomorrow morning at 7:50 am to chat damage control for the iconic Hulk Hogan.
Positive	My mom just said, and I'm not kidding: Tomorrow is Star Wars day, are you ready to see all the treakies at the theater?
Positive	Watching 'Inside Amy Schumer' for the 1st time. She's funny, sassy, smart, beautiful...&amp; sleeps with a teddy bear in one sketch. I'm hooked.
Positive	i miss you like the moon misses the sun at twilight
Positive	Just saw @CashHarrison on the big brother best bits advert for next Saturday, just Ash's face is the best bit of big brother
Positive	@ShawnMendes c'mon Shawn you love Portugal #GetShawnToPortugal
Positive	KPOP was life in 7th grade and it's still life.
Positive	I'm really looking forward to adding Kanye West to our wall of presidential candidates at the office tomorrow. #VMAs
Positive	"Stephen Hawking said ""This girl may like to know that in another possible universe, she and Zayn are happily married."""
Positive	Although seeing 5sos was amazing and one of the best nights of my life. The Foo Fighters may have them beat http://t.co/Aik7LrXHzI
Positive	Frank Gifford, the legendary sportscaster, has died, his family announced Sunday afternoon. He was 84. - Dave http://t.co/tpvqFuMUzI
Positive	Spent the last hour listening to Van Halen, can't believe I've not listened before! Tomorrow it will be Iron Maiden. Holiday tunes sorted.
Positive	Black Friday x Kendrick and J Cole oh my goodness I can't stop playing it
Positive	There may or may not be real tears when Paul McCartney takes the stage
Positive	Another day off? Woo #BankHoliday! We're in from 10am-4pm tomorrow; slightly shortened hours but still with a smile on our faces :) ~ Nicki
Positive	Laugh a Little: National Herald Case - Sonia Gandhi and Rahul Gandhi May Have to Aooesr at the Courts  Here is... https://t.co/kDEAnxWxza
Positive	proper geeking out today; Ant-man was so good and Under the dome till i sleep, mate im gonna be dead tomorrow
Positive	@Rikoshi @heavyrocksboar I may as well be Naruto with how much I like ramen.
Positive	Wish I was going to see Sam Smith at the Toyota center tomorrow
Positive	John Kasich is going to be the media darling tomorrow with his gay marriage/Supreme Court comment. Well done, sir. #GOPDebate
Positive	Emma Watson, Lena Dunham, Amy Schumer, Taylor Swift, etc may be feminist women I don't agree with - but it doesn't mean they arent feminists
Positive	Today is not only Thursday ... But it's National Hot Dog Day!
Positive	I want to go see Kendrick tomorrow
Positive	Just own the night  Like the fourth of july #MTVSummerStar Katy Perry
Positive	@TheWorldIsYou13 @OfficialMarkO  oct 13th in milan..ive seen this tour 5 times i love it like ive never loved a tour b4 !! #teampink lol
Positive	Nice win, Thor, Captain America, and the Falcon came up big , let's even this up tomorrow. #LetsGoMets
Positive	I would say, Ant-Man is probably my favorite movie of the year so far with MI: Rogue Nation at a very close 2nd
Positive	@SonicOnAir please help me get tix to see shawn at hard rock tomorrow it would mean so much. please!
Positive	Got to love these three dedicated days of laziness. Back to gyming it up tomorrow. Before Ant-Man.
Positive	Happy Sunday to all Christians all over the world . we sing HOSANNA to Our almighty God .
Positive	Finally home from all this so called shopping in time to see Thor Finish up the 6th
Positive	@SportsCenter @TMZ he should watch lil guy round Rousey weight class may be a knew billie king in the making
Positive	Friday tunes!!!! Best band in the world is Iron Maiden =P  #PS4share http://t.co/vbgaEAhi5o
Positive	shawn and charlie are both going to the vma's tomorrow &amp; camila is with shawn today &amp; charlie sits behind the girls tomorrow i am fascinated
Positive	Swapped out broken Franken-part in my car, saw Ant-Man with family, took a nap, wrote for a bit, ate Ice Cream. Saturday: victorious.
Positive	@David_Gergen  Please add Carly Fiorina to the primary debate Sept 16th. Please start interviewing her on CNN she deserves more time on CNN
Positive	@KensingtonRoyal happy 2nd birthday to Prince George, hope he has a fabby day xx
Positive	Great news not just for yourself but #speedway itself. Been available on Xbox and Ps4 is brilliant news  https://t.co/mszPwCGZJT
Positive	Going to see Ed Sheeran tomorrow with @abbyxrene and I'm super excited (:
Positive	Ate dinner on the couch in sweatpants &amp; under a blanket while listening to sam smith pandora, &amp; now I'm reading the newspaper. Its Saturday.
Positive	Think I may have fallen in love with @CassieScerbo only 30 minutes into Sharknado 1 ha.
Positive	4th day of Eid ul-Fitr, all smile, all smile :) #kosongkosong courtesy photo by zeeyasmi https://t.co/BMVZuZhW9X
Positive	#KimDavis  Carly Fiorina promises to bring the memory of her to Kims Jailhouse tomorrow.
Positive	David Price is pitching today for the Jays. I feel a 12th win in a row coming tonight
Positive	Carly Fiorina may not make it to be President but she would be an excellent Secretary of State!... http://t.co/HX1QQnhEXO
Positive	Prince George Has the Cutest Plans to Celebrate His 2nd Birthday http://t.co/gvZVWJvoho #Fashion #Coverage
Positive	Kane just asked me for the 3rd time if I had fun run
Positive	As good as David Price would have been imagine what the Yankees may have in Severino for the next 15-20 seasons... wow
Positive	Kendrick's flow in the last minute of Black Friday is too damn good
Positive	Black Friday - jcoleofficial: In case you missed it: Black Friday gift from Kendrick Lamar here. https://t.co/yFpk1bfDNi
Positive	Iran ranked in top five best #futsal teams in the world after Spain, Brazil, Russia and Italy! #football https://t.co/w6eVjP7s9O
Positive	@GolfCentral Amateurs performing well everywhere!! Paul Dunne leading the Open and Robbie Shelton in 3rd at the Barbasol. Good stuff.
Positive	Iron maiden's new album book souls  comes out   September 4 can't wait to hear it
Positive	Happy Star Wars Day! It's not May 4th, but it feels like Star Wars Day to me!
Positive	Tomorrow Yoga practice is about connecting with our Third Eye! New Soundtrack too!!!! #reveilleyogastudio #RiversideYoga
Positive	TONIGHT (FRIDAY!) AT UPTOWN BILL'S COFFEE HOUSE 7 pm. Victorian Christmas Concert with Curtis and Loretta,... https://t.co/hMomJ7Hhta
Positive	Tough 3rd round for Dustin Johnson, but he's five shots back. Another 65 tomorrow and he's right back in the thick of it #TheOpen
Positive	April has to live. Sharknado wouldn't be the same without her tiny chainsaw. #aprillives
Positive	Some real legendary names on list tomorrow: David Bowie, Bjork, Prince...just putting it together and realised!
Positive	jeonghan looks like one of the characters in twilight wearing that hoodie tho https://t.co/gPaRO5IajL
Positive	One day, I'll tell my kids that I was included in a CBS Local story about Sharknado tweets: https://t.co/oxyXzOTsV3
Positive	Julia won her 1st comp..that means everyone in the house has won a comp..cant remember the last time Big Brother had a house like this #BB17
Positive	T.G.I.F.: National Hot Dog Day is Saturday, July 18th.  Where to find the best hot dog in Orlando?  Stop by Hot... http://t.co/DAeKtq0yLi
Positive	Congratulations to our Texas beauty for placing 1ST RUNNER UP at the Miss USA pageant last night! WINX is the... http://t.co/dMES00wgOT
Positive	It's Star Wars Day in the LLC tomorrow! Don't miss it!! #WheatonNorth https://t.co/epPuP1mREx
Positive	Morning everyone!! Starting off our Tuesday we have..  Bee Gees with I Don't Wanna Be The One https://t.co/LEeNDmIG2M
Positive	goodnight I know it's super early and I'm missing Shawn's performance but I have a huge test tomorrow and I need sleep ok Shawn loves you
Positive	I liked a @YouTube video http://t.co/oyey81EYQ5 Nicki Minaj - Dear Old Nicki with lyrics - Pink Friday
Positive	Also, tonight is David Wright's 1st Citi Field game since April 14th. Welcome home Captain!
Positive	gotta say @seannmileymoore did WOW me saturday with david bowie very theatrical he let the song speak for itself i am now a fan of his :D
Positive	We may be an ordinary girls ,But our love to our Zayn is bigger thank you think,He saved most of us and we're thankful to him to have him.
Positive	All glory, Honor and everlasting Thanksgiving to the God of Israel! Happy 3rd day!!! #MCGIThankfulToGOD https://t.co/p1IP9capS4
Positive	James, you're on Big Brother. A lot of things will happen to you for the first time. #PBB737TheConfrontation https://t.co/4sfyMQMh9z
Positive	Roses are red, violets are blue, happy Star Wars Day, May the Fourth be with you.
Positive	Ur children will treat u the way you treat your parents. #Fact #Reflect  Islam teaches us to love our parents. May Allah grant them Jannah.
Positive	May go see Ant-Man tonight. Anyone interested?
Positive	Thanks everyone who came and hung out through the challenge! Tomorrow I'm starting my first full playthrough of Dark Souls!
Positive	Ice Cube may not like the Chargers. But his son is a fan. And he lives in LA. So there's that.
Positive	#MyYouthIn5Words David Bowie, Queen, Doctor Who... (Classic DW with Tom Baker 4th Doctor)...
Positive	# just won tickets for Janet Jackson next Tuesday from @999BOBFM
Positive	Can't wait to see you guys in January at The Vamps!! @AndrewKantarias
Positive	@JanetJackson Good Morning Janet Jackson Happy Saturday to you HI I am a huge fan of you how are you doing have a good weekend and Happy
Positive	Only one listen so far, but thought the 1st new Iron Maiden disc was excellent, while the jury is still out on the 2nd.
Positive	Good Morning.. Last day of the Eid vacation. Office starts from tomorrow :( http://t.co/31xEyWPIi9
Positive	Looking stunning at the #AACTAs. See Cate Blanchett's next great performance in #Carol. In cinemas January 14. https://t.co/SqVZnDe1iO
Positive	Tfw ur on ur way to see Ant-Man for the 3rd time
Positive	last minute but does anyone want to go to Sam Smith w me tomorrow :-)
Positive	Study David Bowie, James Bowen and 2Pac Watch the sun set with best friends from a rooftop
Positive	All I want for Christmas is licensing please August Alsina, Future, Kendrick Lamar, Miguel, Rick Ross , Lil Wayne... https://t.co/RtHcwNBHVp
Positive	Who said pe teachers cant like Justin Bieber!! See you in October! https://t.co/RHQpaURo2d
Positive	"#SmartNCAA: It's another 'Yes para sa tres' for the ""Ant-man"" Mark Cruz! Letran stil on top, 72-53 with 1:53 remaining in the 4th!"
Positive	Ever since the 4th grade all I've wanted for Christmas was Justin Bieber.
Positive	"Ok. Tonight ""Sharknado 3"", the 25th ""Lavantula"", oh you are so lucky US friends!"
Positive	On its 7th week, Justin Bieber's 'Purpose' is #2 on the Billboard 200 Chart! (It has sold over 1.16M just in the US) https://t.co/yyZtfYMPaj
Positive	I like that there's no messing around in Sharknado, just action. You don't even have to wait 10 mins for the 1st sharky sequence! #OhHellNo
Positive	&lt;Desiree&gt; The Royalton Riviera Cancun is very kid-friendly! Curtis just found out that he may not get to go on... https://t.co/6WpqMcNPqF
Positive	The only good thing about today was the guy at dunkin telling me this morning that they'd have pumpkin coffee tomorrow...
Positive	Good Sunday morning...and welcome to National Ice Cream Day!  Warren says there is a lot to talk about between 6 &amp; 8. http://t.co/cf3n1nvPOg
Positive	@winasexy41 ok girly good looking cause we love Aug.. Don't want  no Thor that don't mean he any good hurting him!!!
Positive	Rainbow Mika is in SFV! Yes! Did my 1st project predict this when I had her beat Randy Orton for the WWE title to prove capcom a point?
Positive	Excited to sleep cause excited for Dunkin tomorrow on the drive home
Positive	@jacari_th3g0d You're right Drake is a rookie while Kendrick is an all star doing Michael Jordan numbers while Drake is 15th man of the year
Positive	Could not be happier about the fact that I'm seeing the Foo Fighters on Tuesday.
Positive	@TerryGilliam Sat my daughter down and we watched 12 Monkeys. Changed her mind about what a really good movie is (NOT Twilight)
Positive	Good morning. Happy Wednesday. Zac Brown Band fans, Where you at? #MakeItPossible ;)
Positive	Glad to see John CENA is healthy. That was a nasty bump he took Friday night
Positive	Saturday Night Fever - John Travolta - Bee Gees Me at the Mall... https://t.co/irxFAXQ5ns
Positive	mailjet: It's Fri...we mean Star Wars Day. May the force be with all of your emails! https://t.co/FbDdjiJVUT
Positive	Hey @hamatweets we will be showing Boruto: Naruto the Movie October 10th at 1pm &amp; 14th at 7pm! Tickets are available now!
Positive	It's going to be @ItsYourBoyR2's first time watching Naruto as a weekly-episode-watcher tomorrow. Join the club!
Positive	Jason Aldean&amp;Kenny Chesney tickets for sale. Concert is the 29th. Good seats for a really good price. Text me asap for more info!!
Positive	@CoyJandreau @TheMattKey @SizzlerKistler just watched the show. Great show. Couldn't agree it's about Ant-Man. See ya Thursday
Positive	My dad and sister will try out Daredevil series tomorrow. They really liked Ant-Man when I recommended it to them...  HEHEHEHEHE!
Positive	So I get paid tomorrow and I have no work so that means movie catch up day. Southpaw, Paper Towns, Vacation and Tangerine are coming up.
Positive	this is from January after the Charlie Hebdo attacks... a beautiful moment of UNITY in the midst of tragedy. #paris https://t.co/oXNuwqsYy0
Positive	at work still excited about Saturday's Rousey vs. Correia fight.
Positive	@runofplay Amongst a body of work that is superlative, this may sit near the top; freedom passage is writerly elegance Nirvana
Positive	Max Martin just notched his 21st Billboard #1 as a songwriter. Only Paul McCartney (32) and John Lennon (26) boast more leaders as writers.
Positive	The Undertaker and Brock Lesnar going at it on Monday Night Raw was unbelievable, another reason why I am fan of professional wrestling.
Positive	(ANSA) - Milan, Sept. 2 - On Sunday, on the occasion of the Grand Prix in Monza, Trenord established great rides... http://t.co/V4gZGYpmcF
Positive	The weeknd and Ed Sheeran mixed together is the 8th wonder of the world
Positive	joabyxnx: Last Monday the Undertaker took Brock Lesnar back to kindergarten. Yes, I watch wrestling. #WWEBattleground
Positive	#judge jeanine, I agree with you that Carly Fiorina belongs in the top candidates. In fact, she may be the best of the bunch
Positive	By George he's cute! New pictures of Prince George have been released to mark his 2nd birthday. #TenNews 5pm http://t.co/l6jEegZ7yJ
Positive	41 Amy Schumer quotes to get you through Wednesday (she's pretty badass) https://t.co/ZafHRVOXJ2 https://t.co/iuKYinDDIp
Positive	Whoa! Carly Fiorina had interview with Chris Matthews after 1st debate and even he was impressed... http://t.co/PPfPxgPKqR
Positive	So happy to see that Royal Blood are now supporting the Foo Fighters at Milton Keynes on 5 September .. As well... http://t.co/VEJQmnM3ZZ
Positive	@NiallOfficial Hi, Niall!  Tomorrow is @TheLightinItaly's 15th &amp; she absolutely loves u. If you could pls tweet her, it would make her day!
Positive	Remembering how normal it was to see Ice Cube at our high school all the time   Sat right in front of him at a play too lmao
Positive	@mabasalamah w assalaam. It was my 1st Eid away from family. I hope you had a nice Eid and all family are good. Happy Eid to you too. Thanks
Positive	If Milan beat Samp tomorrow, we will face one of Fio or Carpi. IF we can win that we will face the one of Spezia or Alessandria in Semis.
Positive	Monday I am writting CNN &amp; asking why they refuse to let Carly Fiorina on the main debate stage?
Positive	Ice Cube's son was born. February 24th 1991. I was born February 19th 1993. he 24. im 22. we're Pisces. we're perfect for each other! really
Positive	Adding Justin Bieber on snapchat was the best decision I've made since last Saturday.
Positive	When Chuck Norris decides to wake, he makes the sun rise.
Positive	"It's a Sunday; a day that a lot of Christians will go to congregate and worship God. Thought of the day,""... http://t.co/iG0dgohKtj"
Positive	You Win Again - The Story of the Bee Gees Thu 19 Nov | 8pm  THE STORY OF THE BEE GEES! This incredible musical... https://t.co/MEmVXFKAyq
Positive	Revenge of the Dreamers 2 comes out this Friday. J Cole and Kendrick collab album comes out in February.  Truly what a time to be alive
Positive	Remember the times we used to fast forward songs to Nicki's parts? Now she'll slay with a 3rd album out. Onika gurl. I love it.
Positive	Kendrick Lamar's Black Friday verse was Lit.  Too lyrical and poetic,  I have it on repeat infact Threepeat.  JCole was good too though
Positive	We know all you Patriots fans are psyched Tom Brady's suspension has been dropped! So join us next Thursday... http://t.co/lTy09peB8h
Positive	Can't wait to see Paper Towns tomorrow with @LorraineBunch
Positive	It's a beautiful Sunday when...YOU PURCHASE YOURE JUSTIN BIEBER TI KETS!!! I'm a beilber at 25, read it and weep. #jbiebs #yougivemepurpose
Positive	Frank Ocean album coming out tomorrow.. I'm sure it is.
Positive	Happy Monday! Did you know that today is National Ice Cream Day?! This Monday isn't going to be so tough after all... http://t.co/pQvGYXChjw
Positive	Ed Sheeran may be the best musically talented person of this generation
Positive	I hope Liam comes out tonight with balloons like Niall did for his 21st but on his arm how cute was that
Positive	"Good luck tp Irishman ""Paul Dunne"" in final round of the open tomorrow.  http://t.co/dIu41qzyNf http://t.co/7Wg40oiXwB"
Positive	I wanna go see the Zac Brown Band this Friday.
Positive	"As the sun stars to fade, here's ""Twilight is upon me"" by Tracy Leonard. Love this one! #art #yoda #starwars #h https://t.co/aE5SnP28QE"
Positive	Rolling Stone crowns Bob Dylan the best songwriter of all time, Paul McCartney second, John Lennon 3rd http://t.co/sh0P3XLddR @davidlinton
Positive	Belated Eid Mubarak to all.  May next Eid bring about the end of tyrants of our planets.  Ameen.
Positive	In the words of Chris Evans. T F I Friday....... #WeAreCARTERS &amp; tonight we party. FREE ENTRY* | FREE SHOTS
Positive	Soooo who's down to go to the justin bieber concert with me in March??
Positive	Monday nights Love Zone with Ruth includes songs from Katy B, Janet Jackson, Blue, Squeeze, Bon Jovi, Gabrielle... http://t.co/T4wOfw5OEg
Positive	I like how Thor is bragging about making Esky uncomfortable as if he didn't give up 6 hits and 3 runs in 1st 2 innings.
Positive	Had a great time in Bloodborne today. Thank you to all the followers and subs!! Cya tomorrow for Dark Souls 1 and 2 NG-NG+99 progress!!!
Positive	@Paul_Bothwick Paul Dunne? Looks more like Paul Bothwick! Good luck in the final round tomorrow! #TheOpen http://t.co/ppdcr1z96C
Positive	@wickedaf DONT OMFG well. I only came back because Naruto hooks up with Hinata and the 2nd gen is cute.
Positive	Not An Apology and Calibraska both come out on the 24th. I'm so excited @JackJackJohnson @jackgilinsky @BeaMiller
Positive	Wow. If the UFC follows through with Co headliners of Mcgregor vs Aldo and the next Rousey fight both on Dec 5th... Im buying that fight!!!
Positive	ok I am Chris Evans but not that one so need to win as not got his cash , make me smile! https://t.co/Gzhfj0YiD8
Positive	HOME RUN JOSH HAMILTON!!! #Rangers get on the board first, lead 2-0 in the bottom of the 6th #LetsGoRangers
Positive	@Caradelevingne @johngreen @natandalex  I'm going to see Paper Towns for the second time tomorrow.I love this movie.(Love you Cara!)
Positive	Our Connect event is Sept 13. Come for worship, food &amp; connecting with Christians at #UWaterloo. All are welcome! https://t.co/M5KsaydHAZ
Positive	im going to see Paper Towns, im going shopping again, and school starts tomorrow....
Positive	David Bowie Is: sold out on December 28th and 29th! There are no tickets available anymore at the cash register for today and tomorrow.
Positive	An update on the surprisingly effective fight against Boko Haram in Nigeria. Great reporting. http://t.co/Rf8rAiH01R
Positive	John Cena throwing Jon Stewart at the WWE is pretty amusing: http://t.co/0y2LLPYTEs
Positive	@TheBackPage When I think of Frank Gifford, I think of him as the guy on Monday Night Football than his playing career.
Positive	@lebedeva170377 goodnight to you too Ira. see you tomorrow. :)
Positive	"That's a wrap! Santa &amp; our Ellerslie ""Reindeer"" hope you had a great day! See you Wed for @BarfootThompson Twilight https://t.co/rR4MVoztZH"
Positive	Also may have purchased a Brock Lesnar and a Bray Wyatt shirt for my trip to #SummerSlam. It's the day before payday &amp; I still have money!
Positive	NEWS : New video by David Bowie tomorrow on TV:   A few weeks ago when we wrote the news, a lot of fans we... https://t.co/bgYmYKrgfd
Positive	If you could win a golf tournament on the 1st day, then Dustin Johnson would have 9 majors by now.
Positive	@RajivMakhni Moto G (3rd Gen) have all the super power that i really want in a smartphone !! #MyMotoG
Positive	Saw Caitlyn Jenner @Kathbum at the @edfringe today. She was hilarious. Nice to see @WeeMissBea there too, we have tickets for the 28th yay!
Positive	@NiallOfficial @Harry_Styles @Louis_Tomlinson call me on stage for act my age to Irish dance with Niall tomorrow night at #OTRAPhilly
Positive	"Ryan Braun making the ever so smart ""Stretch To A Triple When Down 4 Runs in the 9th"""
Positive	Chapter two of Twilight done, yay :D If I'm really lucky I may get a third done before we hit the road on Wednesday. Fingers crossed!
Positive	I just wanna see Justin Bieber in April
Positive	500 wishes?! Wow. John Cena is literally one of the greatest humans to walk the earth. 1st class all the way.
Positive	Getting super hype for the tension filled #UntilDawn, PS4's adventure survival horror thriller which is out tomorrow. http://t.co/KxoNueBKQB
Positive	Randy Orton opening the show tonight like he should be on Sunday. #SummerSlam #Raw -BW
Positive	Tomorrow is National Hot Dog day in the States. Pretty jazzed about that! Perfect blend of sausage and coney sauce #foodtravelchat
Positive	It should be settled in the minds of Christians that the Holy Scriptures are a spiritual light far brighter than the sun - Martin Luther
Positive	Some day at #TheOpen2015 . Incredible stuff from Paul Dunne and Padraig Harrington. Baffling round by Dustin Johnson. Monday will be great.
Positive	BEST NEWS I HEARD ALL DAY!!! My boy from the @Mets David Wright returns tomorrow! WOOOOOO!
Positive	6 minutes from first Saturday broadcast of the season.  Mary Jo Heath and Ira Siff ready to go!  @MetOpera https://t.co/qb484AMqAN
Positive	All I wanna do is see the Foo Fighters Saturday at Wrigley....
Positive	Don't forget- Yoga in Haggard Park at 9:30a on Monday!!! See you there! http://t.co/vjLRxAQOun http://t.co/viPMea9K6l
Positive	@antanddec Your talking Kylie im a celeb iv just watched her on TFI Friday chris Evans channel 4 she's amazing a legandx
Positive	If anyone wants to come with me to Jason Aldean tomorrow night I have a FREE TICKET
Positive	Jason Aldean @Jason_Aldean  Epic night this past Saturday at the @RoseBowlStadium. Thank you Pasadena!!!!... http://t.co/Tnw4RNqs1G
Positive	I'm seeing Ed Sheeran on Wednesday in Miami so if you wanna meet up or say hi hmu!
Positive	Buses to replace train services on Sunday as fans flock to the National Bowl to see Foo Fighters | oneMK http://t.co/1QFItolyuz
Positive	Calibraska is going to shoot to the top of the charts tomorrow morning, you just wait. Jack and Jack have come so far and I'm beyond proud.
Positive	@blazin100tweets Coming up, song requests for The Vamps, Sam Concepcion, Darren, JK, Jason and Lyca, it's a Monday and the votes are tight!
Positive	So happy David Wright is coming back tomorrow!!! Hopefully he an stay off the DL. Another big bat in the lineup!!! #WrightTime #LGM
Positive	@faithantion I am now watching Sharknado for the 1st time. This will be interesting
Positive	#GH That was Donnell Turner's 1st scene as Curtis, hope he stays in the show for awhile, maybe he can be Jordan Ashford's new love interest
Positive	@MikeAndMike Frank Gifford was Monday night football. Got into it watching from Australia in the early 90's #RIPFrankGifford
Positive	MYLUK-S have worked really hard for tomorrow's bake sale..come find us @ Eid in the Park (Maxwell park) tomorrow. :) all proceeds go2charity
Positive	5 point's out of 12 under Curtis... only 5 out of a possible 24 with Monk (Before Departure)... team already improving... C'mon Swans #SCFC
Positive	Murray breaks again!! Back to back breaks in the 3rd set, Game face on!
Positive	If anyone wants to take me to see Jason Aldean tomorrow for my bday you'll be my bffl :-)
Positive	Seth Rollins may be a 'coward' or a 'sellout' but he is definitely an awesome little ninja! #SummerSlam #TitleForTitle #CenaVsRollins
Positive	"Frank Gifford died Sunday AM in his CT home. Family: ""We rejoice in the extraordinary life he was privileged to live..."""
Positive	I went and bought an iTunes card just for Calibraska on Thursday @JackJackJohnson @jackgilinsky #CalibraksaEP
Positive	So proud of everyone tonight. It's not the end of the season it's the beginning of a new one. Game next Saturday against Curtis 7 pm Mt. T
Positive	With all of the Hulk Hogan controversy I hope Monday Night Raw is redeeming tonight!
Positive	As bad as I'd like to see Jordan Spieth win The Open, this Paul Dunne kid is something else. Can't wait to see it unfold tomorrow!
Positive	Posting another song for our Saturday as I feel like it....  Bee Gees with Night Fever https://t.co/WoSigYsjZl
Positive	I have Zac Brown Band tickets for tomorrow night as well as Rascal Flatts for next Thursday on the beach in AC... Hit me up if interested!!!
Positive	I had a really great time watching Ant-man, reminded me of the 1st time watching Iron man , where the character tries to learn who he is
